,Unnamed: 0.1,Unnamed: 0,Event.Id,Investigation.Type,Event.Date,Location,Injury.Severity,Aircraft.damage,Make,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Num.Passenger,Total.Injured,Percent.Serious.and.Fatal,Percent.Uninjured,Make.Model,Max.Capacity
3326,3326,64585,20080604X00787,Accident,2008-05-24,OH,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,The separation of the throttle cable from the linkage during the approach to land and the altitude/clearance not being available to the pilot during the forced landing.  Contributing to the accident was the electrical wires the airplane impacted.,1.0,0.0,0.0,100.0,cessna172N,5
3327,3327,64586,20080605X00796,Accident,2008-05-24,FL,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's improper landing flare.,1.0,0.0,0.0,100.0,cessna172S,4
3328,3328,64587,20080611X00825,Accident,2008-05-24,OR,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,"The student pilot's failure to maintain directional control, which resulted in collision with a runway light.",1.0,0.0,0.0,100.0,cessna172P,4
3329,3329,64590,20080709X00992,Accident,2008-05-24,FL,Non-Fatal,Substantial,piper,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,The student pilot's failure to maintain directional control during takeoff. Contributing to the accident was a crosswind.,1.0,0.0,0.0,100.0,piperPA-28-161,4
3330,3330,64594,20081004X12031,Accident,2008-05-24,VA,Non-Fatal,Substantial,beech,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,,The failure of the left main landing gear tire for undetermined reasons.,4.0,0.0,0.0,100.0,beechA36,4
3331,3331,64595,20081030X10129,Accident,2008-05-24,ME,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,5.0,0.0,0.0,VMC,,The pilots failure to properly monitor fuel consumption during the flight.,5.0,5.0,100.0,0.0,piperPA-32-260,6
3332,3332,64600,20080611X00833,Accident,2008-05-25,OR,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,The pilot's failure to maintain aircraft control during the approach. Contributing to the accident was a windshear.,2.0,0.0,0.0,100.0,piperPA-20,4
3333,3333,64604,20080714X01027,Accident,2008-05-25,FL,Non-Fatal,Substantial,aeronca,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,,"The pilot's failure to maintain adequate airspeed, which resulted in an inadvertent stall.",2.0,2.0,50.0,0.0,aeronca7AC,3
3334,3334,64609,20080603X00780,Accident,2008-05-26,AZ,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's inadequate recovery from a bounced landing and failure to maintain proper runway alignment.,1.0,0.0,0.0,100.0,cessna172N,5
3335,3335,64614,20080604X00791,Accident,2008-05-28,CA,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,,The pilot's failure to maintain adequate airspeed while on approach to landing that resulted in a stall/mush.  Contributing to the accident was the wind shear and the high density altitude condition.,1.0,1.0,0.0,0.0,cessna172M,4
3336,3336,64615,20080618X00876,Accident,2008-05-28,FL,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's unstabilized approach and failure to maintain directional control during landing, which resulted in a veer off the runway.",1.0,0.0,0.0,100.0,cessnaT182T,5
3337,3337,64616,20080625X00912,Accident,2008-05-28,AK,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain directional control during landing. Contributing to the accident was a gust of wind.,1.0,0.0,0.0,100.0,piperPA-18-150,3
3338,3338,64617,20080703X00975,Accident,2008-05-28,OR,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,,The pilot's failure to maintain clearance with terrain during a go-around.,1.0,1.0,100.0,0.0,cessna150M,2
3339,3339,64618,20080801X01141,Accident,2008-05-28,TX,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain clearance from an object while taxiing.  Contributing to the accident were the pilot's diverted attention and a vehicle.,1.0,0.0,0.0,100.0,cessna172M,4
3340,3340,64621,20080623X00893,Accident,2008-05-29,ND,Non-Fatal,Substantial,piper,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,The student pilot's failure to maintained directional control during the aborted landing. Contributing to the accident was the student pilot's total lack of experience in the type of airplane.,1.0,0.0,0.0,100.0,piperPA-28-161,4
3341,3341,64623,20080719X01079,Accident,2008-05-29,PA,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain aircraft control.,1.0,0.0,0.0,100.0,cessna180,6
3342,3342,64627,20080604X00792,Accident,2008-05-30,UT,Fatal,Substantial,cessna,1.0,Reciprocating,,2.0,0.0,0.0,0.0,VMC,,"The in-flight collision with mountainous terrain for undetermined reasons.

*This report was modified on December 10, 2009.",2.0,2.0,100.0,0.0,cessna172R,4
3343,3343,64628,20080605X00800,Accident,2008-05-30,OH,Fatal,Substantial,piper,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,,The pilot's failure to maintain control of the airplane due to an in-flight fire as a result of a corrosion hole in the muffler that was not identified by the mechanic. Contributing to the accident was the improper emergency procedure performed for an in-flight fire.,2.0,2.0,100.0,0.0,piperPA28,4
3344,3344,64629,20080606X00802,Accident,2008-05-30,NC,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,,The pilot's failure to maintain clearance from trees while approaching to land.,1.0,1.0,0.0,0.0,piperJ3C-65,2
3345,3345,64633,20080627X00936,Accident,2008-05-30,WI,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC,,The loss of engine power due to the pilot's failure to use the carburetor heat during the flight.  Contributing factors included the carburetor icing conditions and the trees.,1.0,0.0,0.0,100.0,cessna150,2
3346,3346,64634,20080801X01139,Accident,2008-05-30,NM,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,2.0,0.0,2.0,VMC,,"Fuel starvation while in cruise flight.  Contributing to the accident were incorrect maintenance, the fuel selector movement was impeded and a plowed field.",4.0,2.0,50.0,50.0,piperPA-28-235,5
3347,3347,64642,20080605X00794,Accident,2008-06-01,IN,Non-Fatal,Substantial,cessna,1.0,Turbo Prop,Skydiving,0.0,0.0,0.0,1.0,VMC,,The total loss of engine power during the en route climb due to a compressor turbine failure as a result of blade creep. Also causal was  the inadequate maintenance performed by the airplane's owner.,1.0,0.0,0.0,100.0,cessna208B,10
3348,3348,64646,20080613X00851,Accident,2008-06-01,NY,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,2.0,0.0,VMC,,A total loss of engine power due to fuel exhaustion as a result of the flight instructor's inadequate preflight planning.,2.0,2.0,0.0,0.0,cessna172H,4
3349,3349,64648,20080701X00961,Accident,2008-06-01,CA,Non-Fatal,Substantial,piper,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,The pilot's misjudged landing flare that resulted in a hard landing.,1.0,0.0,0.0,100.0,piperPA-28-140,4
3350,3350,64650,20080728X01121,Accident,2008-06-01,NJ,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,IMC,,The pilot's failure to maintain clearance from trees during approach. Contributing to the accident were the dark night conditions.,1.0,0.0,0.0,100.0,piperPA-28-161,4
3351,3351,64652,20080613X00852,Accident,2008-06-02,NC,Non-Fatal,Substantial,cessna,2.0,Reciprocating,Executive/corporate,0.0,1.0,0.0,1.0,VMC,,The malfunction and premature retraction of the landing gear for undetermined reasons.,2.0,1.0,50.0,50.0,cessna421C,8
3352,3352,64655,20080627X00932,Accident,2008-06-02,IL,Non-Fatal,Substantial,piper,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,"The student pilot improperly raised the flaps during the go-around, did not maintain airspeed, and stalled the airplane.  The trees were a factor.",1.0,0.0,0.0,100.0,piperPA-28-181,5
3353,3353,64660,20080826X01319,Accident,2008-06-03,FL,Non-Fatal,Substantial,luscombe,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,,An inadequate annual inspection that failed to detect a damaged rudder cable which resulted in the cable's subsequent failure during takeoff.,2.0,0.0,0.0,100.0,luscombe8A,2
3354,3354,64662,20080701X00959,Accident,2008-06-04,WA,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,The student pilot's inadequate recovery from a bounced landing.,1.0,0.0,0.0,100.0,cessna172P,4
3355,3355,64667,20080625X00913,Accident,2008-06-05,AK,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,The pilot's inadequate recovery from a bounced landing. Contributing to the accident was a crosswind.,1.0,0.0,0.0,100.0,cessna172RG,4
3356,3356,64670,20080620X00887,Accident,2008-06-06,RI,Non-Fatal,Substantial,piper,2.0,Reciprocating,Personal,0.0,1.0,0.0,2.0,IMC,,Both pilots' failure to see and avoid the other airplane. Contributing to the accident was the air traffic controllers failure to notify either pilot of the potential conflict.,3.0,1.0,33.33333333333333,66.66666666666666,piperPA-30,5
3357,3357,64671,20080701X00958,Accident,2008-06-06,CA,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,,"The flight instructor's inadequate compensation for the wind conditions, and his inadequate supervision of the student pilot. Factors contributing to the accident were a sudden wind shift and wind gusts.",2.0,0.0,0.0,100.0,cessna172M,4
3358,3358,64672,20080710X01013,Accident,2008-06-06,CA,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,,The pilot's improper in-flight decision making and inadequate fuel consumption calculations that resulted in fuel exhaustion.,1.0,1.0,100.0,0.0,cessna172,4
3359,3359,64673,20080714X01034,Accident,2008-06-06,FL,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,The student pilot's improper recovery from a bounced landing.,1.0,0.0,0.0,100.0,cessna152,3
3360,3360,64678,20080611X00824,Accident,2008-06-07,AR,Fatal,Substantial,cessna,1.0,Reciprocating,Personal,1.0,0.0,1.0,0.0,VMC,,"The failure of the pilot to maintain adequate airspeed while maneuvering in the traffic pattern, resulting in an inadvertent  aerodynamic stall.",2.0,2.0,50.0,0.0,cessna150M,2
3361,3361,64679,20080611X00838,Accident,2008-06-07,AK,Fatal,Destroyed,piper,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,,"The pilot's failure to maintain adequate airspeed while maneuvering at a low altitude in high winds, resulting in an aerodynamic stall and uncontrolled descent to the ground. Contributing to the accident were the high winds.",1.0,1.0,100.0,0.0,piperPA-18,2
3362,3362,64680,20080627X00926,Accident,2008-06-07,FL,Fatal,Substantial,cessna,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,,The pilots failure to maintain clearance from the water during a dark night approach to a coastal airport.,3.0,3.0,100.0,0.0,cessnaT206H,6
3363,3363,64681,20080627X00929,Accident,2008-06-07,LE,Fatal,Substantial,cessna,,,,1.0,9.0,0.0,0.0,IMC,,,10.0,10.0,100.0,0.0,cessna208B,10
3364,3364,64682,20080627X00937,Accident,2008-06-07,MN,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot elected to land on a grass airstrip that was unsuitable for landing due to the wet, soft runway conditions.  The wet, soft runway were factors.",1.0,0.0,0.0,100.0,cessna180,6
3365,3365,64683,20080701X00957,Accident,2008-06-07,UT,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Skydiving,0.0,0.0,0.0,1.0,VMC,,"The pilot's inadequate compensation for the tailwind condition, and improper use of additional power while taxiing. Contributing to the accident was soft ground and a gusting tailwind.",1.0,0.0,0.0,100.0,cessna182,4
3366,3366,64684,20080701X00962,Accident,2008-06-07,AZ,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,Fuel exhaustion due to the pilot's inadequate preflight planning and failure to ensure that adequate fuel was onboard to complete the flight.,1.0,0.0,0.0,100.0,piperPA-38-112,2
3367,3367,64687,20080613X00856,Accident,2008-06-08,MI,Non-Fatal,Substantial,piper,2.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,,The in-flight separation of the tip of a propeller blade due to metal fatigue that resulted from an inadequate inspection and repair.,2.0,0.0,0.0,100.0,piperPA-44-180,4
3368,3368,64692,20081003X17821,Accident,2008-06-08,AL,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,,Failure of the left magneto for undetermined reasons resulting in a partial loss of engine power during takeoff.,2.0,2.0,100.0,0.0,cessna177RG,5
3369,3369,64696,20080627X00930,Accident,2008-06-09,MN,Non-Fatal,Substantial,beech,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,,A loss of engine thrust due to the propeller separating from the aircraft as a result of fatigue failure of the propeller attachment bolts caused by the insufficient torque of the bolts during installation.,3.0,0.0,0.0,100.0,beechA36,4
3370,3370,64698,20080630X00951,Accident,2008-06-09,OH,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,The student pilot's failure to maintain directional control during landing. A factor contributing to the accident was a nose wheel vibration.,1.0,0.0,0.0,100.0,cessna172P,4
3371,3371,64699,20080708X00991,Accident,2008-06-09,CA,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,The student pilot's failure to maintain directional control during landing rollout.,1.0,0.0,0.0,100.0,cessna172M,4
3372,3372,64701,20080618X00878,Accident,2008-06-10,WY,Non-Fatal,Substantial,mooney,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,A collapse of the landing gear due to improper maintenance.,1.0,0.0,0.0,100.0,mooneyM20J,4
3373,3373,64702,20080624X00895,Accident,2008-06-10,TX,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Aerial Observation,0.0,0.0,0.0,1.0,VMC,,"The sudden windshift (crosswind gust), rendering directional control impossible. Contributing factors in this accident were the high speed during the aborted takeoff and trees.",1.0,0.0,0.0,100.0,cessna150G,2
3374,3374,64704,20080710X01007,Accident,2008-06-10,AZ,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Other Work Use,0.0,0.0,0.0,7.0,VMC,,The pilot's failure to maintain directional control during an aborted takeoff. Contributing to the accident were the crosswind weather conditions and the high density altitude conditions.,7.0,0.0,0.0,100.0,cessna207,6
3375,3375,64705,20080718X01066,Accident,2008-06-10,OR,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,,The pilot's misjudged landing flare.,1.0,1.0,100.0,0.0,cessna182,4
3376,3376,64706,20080730X01128,Accident,2008-06-10,GA,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,The pilot's failure to maintain control of the airplane during climbout. Contributing to the accident was the pilot's relinquish of control to a non-certificated pilot.,2.0,0.0,0.0,100.0,piperJ3C-65,2
3377,3377,64708,20081003X16301,Accident,2008-06-10,YA,Fatal,Destroyed,cessna,,,,4.0,0.0,0.0,0.0,IMC,,,4.0,4.0,100.0,0.0,cessna210,6
3378,3378,64710,20080717X01058,Accident,2008-06-11,OH,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain clearance from a building during taxi.  A factor was the building.,1.0,0.0,0.0,100.0,cessna172,4
3379,3379,64711,20080624X00896,Accident,2008-06-12,KS,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,,the loss of engine power for undetermined reasons.  A contributing factor was the dirt embankment.,1.0,0.0,0.0,100.0,cessnaA188B,1
3380,3380,64712,20080627X00925,Accident,2008-06-12,UT,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,2.0,1.0,0.0,VMC,,The pilot's failure to attain and maintain an adequate airspeed during the initial climb as a result of his inadequate preflight planning and improper use of the mixture control. Contributing to the accident were the tailwind and high density altitude.,3.0,3.0,66.66666666666666,0.0,cessna172S,4
3381,3381,64718,20080719X01078,Accident,2008-06-13,FL,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The student pilot's improper flare.,1.0,0.0,0.0,100.0,cessna172S,4
3382,3382,64720,20080814X01243,Accident,2008-06-13,NE,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,5.0,VMC,,The pilot's improper use of the elevator trim resulting in a nose low/hard landing.,5.0,0.0,0.0,100.0,cessnaT182T,5
3383,3383,64721,20081004X12023,Accident,2008-06-13,SC,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC,,A total loss of engine power for undetermined reasons.,1.0,0.0,0.0,100.0,cessna150L,2
3384,3384,64736,20080807X01177,Accident,2008-06-15,ID,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilot's misjudged speed and distance during the intentional touchdown in the last half of the runway, which resulted in a landing overrun. Contributing to the accident was the muddy runway condition.",2.0,0.0,0.0,100.0,cessna180,6
3385,3385,64737,20080905X01383,Accident,2008-06-15,TX,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The student pilot's improper flare during landing.  Contributing to the accident was the gusty winds.,1.0,0.0,0.0,100.0,piperPA-38-112,2
3386,3386,64741,20080630X00944,Accident,2008-06-17,HI,Fatal,Substantial,cessna,1.0,Reciprocating,,3.0,0.0,0.0,0.0,VMC,,The pilot's continued visual flight into instrument meteorological conditions and his failure to remain clear of rising terrain while deviating from his planned route of flight.  Contributing to the accident were clouds and mountainous terrain.,3.0,3.0,100.0,0.0,cessna172M,4
3387,3387,64742,20080703X00979,Accident,2008-06-17,WA,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilot's failure to maintain clearance from trees during a go-around. Contributing to the accident were the pilot inadvertently allowing the airplane to porpoise during the landing flare, and the presence of a tailwind.",2.0,0.0,0.0,100.0,cessnaT182T,5
3388,3388,64746,20080717X01060,Accident,2008-06-17,MN,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,The pilot's failure to maintain control of the tail wheel airplane during the landing roll.  A factor associated with the accident was the pilot's lack of recent experience in tail wheel airplanes.  ,2.0,0.0,0.0,100.0,piperPA-22-150,4
3389,3389,64752,20080718X01073,Accident,2008-06-18,UT,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,,"The pilot's failure to verify the airplane's fuel quantity during his preflight, resulting in fuel exhaustion.  Contributing to the accident was the presence of a vehicle on the road where the pilot executed his forced landing.",2.0,1.0,50.0,50.0,piperPA-24-250,5
3390,3390,64757,20080821X01277,Accident,2008-06-19,PA,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,The student pilot's failure to maintain directional control during the landing rollout.,1.0,0.0,0.0,100.0,cessna172P,4
3391,3391,64761,20080707X00980,Accident,2008-06-20,AK,Non-Fatal,Substantial,bellanca,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,,"The flight instructor's lack of remedial action to maintain directional control of the airplane during the landing roll, which resulted in a collision with a berm. Contributing to the accident was the pilot's failure to maintain aircraft control, and his lack of tailwheel experience.",2.0,0.0,0.0,100.0,bellanca7GCBC,3
3392,3392,64762,20080710X01004,Accident,2008-06-20,FL,Fatal,Substantial,piper,1.0,Reciprocating,Aerial Observation,2.0,0.0,0.0,0.0,VMC,,"The pilots performance of a nonstandard abrupt maneuver at low altitude, which resulted in a loss of aircraft control.",2.0,2.0,100.0,0.0,piperPA-18-150,3
3393,3393,64764,20080714X01037,Accident,2008-06-20,SC,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to obtain the proper touchdown point on landing.,1.0,0.0,0.0,100.0,cessna172S,4
3394,3394,64772,20080624X00904,Accident,2008-06-21,OK,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,,"The pilot's failure to maintain aircraft control, resulting in an inadvertent stall during the landing flare. Contributing factors in this accident was the terrain-induced turbulence, and the instructor's inadequate supervision of the pilot.
",2.0,0.0,0.0,100.0,cessna172R,4
3395,3395,64774,20080626X00918,Accident,2008-06-21,AK,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,"A partial loss of engine power during an aborted landing for an undetermined reason, which resulted in a collision with terrain and subsequent nose over.",2.0,0.0,0.0,100.0,piperPA-18,2
3396,3396,64776,20080710X01005,Accident,2008-06-21,ME,Fatal,Substantial,piper,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,,The non-instrument rated pilot becoming spatially disorientated after inadvertently entering instrument flight conditions.,1.0,1.0,100.0,0.0,piperPA-28-140,4
3397,3397,64782,20080714X01031,Accident,2008-06-22,FL,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,,The failure of the No. 3 connecting rod cap due to oil starvation. Contributing to the accident was the contamination of the engine oil.,2.0,2.0,50.0,0.0,cessna152,3
3398,3398,64783,20080721X01089,Accident,2008-06-22,IL,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,,The loss of engine power for undetermined reasons.,2.0,1.0,50.0,50.0,piperPA-28R-200,5
3399,3399,64785,20080922X01513,Accident,2008-06-22,AK,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,,"The pilot's failure to maintain directional control during the takeoff roll and liftoff, which resulted in a collision with trees and the ground.",2.0,1.0,0.0,50.0,piperPA-18,2
3400,3400,64786,20080625X00917,Accident,2008-06-23,CA,Fatal,Destroyed,cessna,1.0,Reciprocating,Personal,2.0,0.0,1.0,0.0,VMC,,Failure of the pilot to regain airplane control during an intentional stall/spin maneuver.,3.0,3.0,66.66666666666666,0.0,cessna172S,4
3401,3401,64787,20080702X00964,Accident,2008-06-23,NY,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,,A loss of engine power for undetermined reasons.,2.0,2.0,100.0,0.0,piperJ3C-65,2
3402,3402,64788,20080708X00986,Accident,2008-06-23,TX,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilot's failure to maintain directional control, causing the design stress limits of the airplane to be exceeded. Excessive sideloads incurred caused the right main landing gear wheel and strut to fail.",2.0,0.0,0.0,100.0,cessna195,6
3403,3403,64795,20080626X00924,Accident,2008-06-24,AK,Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,"A loss of engine power for an undetermined reason during an approach for landing, which resulted in a forced landing and collision with terrain.",2.0,0.0,0.0,100.0,piperPA-18-150,3
3404,3404,64797,20080630X00943,Accident,2008-06-24,KS,Non-Fatal,Substantial,beech,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,,A loss of engine power for undetermined reasons.,1.0,1.0,100.0,0.0,beechA36,4
3405,3405,64802,20080718X01068,Accident,2008-06-24,CA,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,The student pilot's failure to maintain directional control during a touch-and-go landing.,1.0,0.0,0.0,100.0,cessna172M,4
3406,3406,64805,20080715X01049,Accident,2008-06-25,NJ,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,2.0,0.0,0.0,VMC,,The failure of the pilot's seat to engage or remain engaged due to the improper inspection of the worn seat tracks.,2.0,2.0,100.0,0.0,cessna172M,4
3407,3407,64806,20080717X01063,Accident,2008-06-25,AZ,Non-Fatal,Substantial,piper,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,The student pilot's inadequate recovery from a bounced landing and failure to maintain directional control.,1.0,0.0,0.0,100.0,piperPA-28-181,5
3408,3408,64809,20080702X00973,Accident,2008-06-26,CA,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,,The loss of engine power due to carburetor ice resulting from the flight instructor's failure to use the carburetor heat when simulating an engine failure.  Contributing to the accident were the carburetor icing weather condition and the lack of suitable terrain for the forced landing.,2.0,0.0,0.0,100.0,cessna172N,5
3409,3409,64810,20080714X01030,Accident,2008-06-26,FL,Non-Fatal,Substantial,cessna,2.0,Reciprocating,,0.0,3.0,1.0,2.0,VMC,,"The pilots inaccurate fuel consumption calculations, which resulted in a total loss of engine power to both engines due to fuel exhaustion.",6.0,4.0,50.0,33.33333333333333,cessna310R,6
3410,3410,64812,20080718X01072,Accident,2008-06-26,MT,Non-Fatal,Substantial,beech,1.0,Reciprocating,Personal,0.0,1.0,0.0,2.0,VMC,,The pilot's failure to abort the takeoff when the ground roll acceleration profile was determined to be insufficient for takeoff.  Contributing to the accident was the shifting wind conditions.,3.0,1.0,33.33333333333333,66.66666666666666,beechA36,4
3411,3411,64818,20080723X01104,Accident,2008-06-27,WA,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's inadequate in-flight planning/decision and failure to execute a go-around when the airplane floated during the flare.  Contributing to the accident was the short and wet turf runway surface, which reduced braking action.",1.0,0.0,0.0,100.0,cessna172M,4
3412,3412,64821,20080701X00963,Accident,2008-06-28,CA,Non-Fatal,Destroyed,boeing,2.0,Turbo Jet,,0.0,0.0,0.0,2.0,,,"The design of the supplemental oxygen system hoses and the lack of positive separation between electrical wiring and electrically conductive oxygen system components. The lack of positive separation allowed a short circuit to breach a combustible oxygen hose, release oxygen, and initiate a fire in the supernumerary compartment that rapidly spread to other areas. Contributing to this accident was the Federal Aviation Administrations failure to require the installation of nonconductive oxygen hoses after the safety issue concerning conductive hoses was initially identified by Boeing.",2.0,0.0,0.0,100.0,boeing767,292
3413,3413,64823,20080702X00968,Accident,2008-06-28,IN,Fatal,Substantial,cessna,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,,,3.0,3.0,100.0,0.0,cessna172N,5
3414,3414,64824,20080707X00983,Accident,2008-06-28,NV,Fatal,Destroyed,piper,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC,,The pilot's failure to maintain clearance from mountainous terrain and his selection of a cruise altitude that provided inadequate terrain clearance. Contributing to the accident were the high density altitude and the rapidly rising terrain.,4.0,4.0,100.0,0.0,piperPA-32-300,7
3415,3415,64826,20080718X01069,Accident,2008-06-28,OR,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,,The inadvertent extension of the left float's landing gear to near the down position due to a failure of the gear's rear hydraulic seal.,1.0,1.0,100.0,0.0,cessnaA185F,6
